seed,step,train_loss,test_loss,train_acc,test_acc,param_norm
9,11000,2.5805606978892554e-07,12.596413294661811,1.0,0.18335384271171273,46.24880370691251
9,11500,2.548458957768893e-07,12.057432365094476,1.0,0.19621881642241862,46.023094775580816
9,12000,2.506753210928023e-07,11.309129861149033,1.0,0.21422977961740688,45.75711634969922
9,12500,2.4633073333059693e-07,10.279212580599246,1.0,0.24096655106835216,45.42160591428486
9,13000,2.405169979141862e-07,8.699201785717374,1.0,0.29253831524779056,44.947575647228994
9,13500,2.2038846897831964e-07,5.653636267083573,1.0,0.41469963083118916,44.04538135506445
9,14000,1.8290633545640542e-07,1.0659076536468284,1.0,0.788566953797964,41.777932604601816
9,14500,1.6367399051037992e-07,0.13123721185629694,1.0,0.9662154603423202,39.211238778963974
9,15000,1.3368860478690046e-07,0.006242970985966014,1.0,0.9974270052578589,36.63060423583605
9,40000,9.310910426707413e-08,1.8669169150602493e-07,1.0,1.0,29.926622570955434
